"Indikatorens navn";"Fylke nummer";"Fylke navn";"Natur typer";"Regnskapsperiode";"Areal verdsatte naturtyper gått tapt (dekar)";"Usikkerhet for areal i regnskapsperiode"
"ENCREC_005";"Totalt";"Totalt";"Gammel granskog med gamle trær";"2018-2024";17.41;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Gammel granskog med liggende død ved";"2018-2024";1.02;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Gammel høgstaudegråorskog";"2018-2024";1.72;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Gammel lågurtgranskog";"2018-2024";1.91;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Gammel lågurtospeskog";"2018-2024";5.61;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Gammel lågurtselje-rogneskog";"2018-2024";0.49;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Gråor-heggeskog";"2018-2024";0.36;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Hagemark";"2018-2024";14.55;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Hule eiker";"2018-2024";41.69;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Hurtigstrømmende elveløp";"2018-2024";0.03;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Høgereligende og nordlig nedbørsmyr";"2018-2024";27.02;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Høgstaude-edellauvskog";"2018-2024";0.11;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Høstingsskog";"2018-2024";0.22;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Intakt lavlandsmyr i innlandet";"2018-2024";0.34;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Kalk- og lågurtfuruskog";"2018-2024";2.08;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Kalkbarskog";"2018-2024";9.4;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Kalkbarskog, grandominert";"2018-2024";0.88;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Kalkbjørkeskog";"2018-2024";0.22;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Kalkedellauvskog";"2018-2024";0.07;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Kalkfattig og intermediær fjellhei, leside og tundra";"2018-2024";15.48;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Kalkfattig og klar bekk eller elv";"2018-2024";0.13;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Kalkfuruskog";"2018-2024";2.82;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Kalkhasselskog";"2018-2024";0.09;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Kalklindeskog";"2018-2024";0.18;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Kalkrik alm-lind-hasselskog";"2018-2024";10.97;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Kalkrik fjellhei, leside og tundra";"2018-2024";0.1;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Kalkrik åpen jordvannsmyr i boreonemoral til nordboreal sone";"2018-2024";0.98;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Kalksjø";"2018-2024";7.38;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Kalkskog";"2018-2024";0.18;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Kanthøymyr";"2018-2024";0.17;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Kilde-edellauvskog";"2018-2024";1.35;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Kroksjøer, flomdammer og meandrerende elveparti";"2018-2024";2.51;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Kystlynghei";"2018-2024";363.72;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Kystmyr";"2018-2024";0.17;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Lågurtalm-lind-hasselskog";"2018-2024";1.64;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Lågurtbøkeskog";"2018-2024";3.92;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Lågurtedellauvskog";"2018-2024";2.14;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Lågurteikeskog";"2018-2024";9.16;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Lågurtfuruskog";"2018-2024";15.17;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Middels kalkrik innsjø (Klar intermediær innsjø)";"2018-2024";0.35;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Mudderbank";"2018-2024";0.08;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Nakent tørkeutsatt kalkberg";"2018-2024";1.59;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Naturbeitemark";"2018-2024";99.52;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Parklandskap";"2018-2024";0.08;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Ravinedal";"2018-2024";16.6;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Regnskog";"2018-2024";7.44;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Rik barskog";"2018-2024";0;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Rik edellauvskog";"2018-2024";34.84;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Rik gransumpskog";"2018-2024";0.73;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Rik kulturlandskapssjø";"2018-2024";0.75;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Rik sandfuruskog";"2018-2024";0.16;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Rik sump- og kildeskog";"2018-2024";0.16;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Rik svartorsumpskog";"2018-2024";4.96;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Rik åpen jordvannsmyr i mellomboreal sone";"2018-2024";1.93;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Rik åpen sørlig jordvannsmyr";"2018-2024";0.53;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Rikmyr";"2018-2024";18.55;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Saltpåvirket svartorstrandskog";"2018-2024";0.71;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Sanddyne";"2018-2024";5.06;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Sandfuruskog";"2018-2024";0.23;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Semi-naturlig eng";"2018-2024";26.21;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Semi-naturlig strandeng";"2018-2024";3.33;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Slåtte- og beitemyr";"2018-2024";6.58;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Slåttemark";"2018-2024";12.43;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Slåttemyr";"2018-2024";0.46;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Store gamle trær";"2018-2024";1.58;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Strandeng";"2018-2024";1.31;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Strandeng og strandsump";"2018-2024";0.49;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Svært tørkeutsatt sørlig kalkberg";"2018-2024";0.3;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Sørlig nedbørsmyr";"2018-2024";6.67;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Viktig bekkedrag";"2018-2024";2.48;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Åpen flomfastmark";"2018-2024";23.73;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Åpen flommark";"2018-2024";8.48;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Åpen grunnlendt kalkmark i boreonemoral sone";"2018-2024";0.05;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Åpen kalkmark";"2018-2024";0.3;"Yellow"
"ENCREC_005";"Totalt";"Totalt";"Øyblandingsmyr";"2018-2024";0.29;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Aktiv skredmark";"2018-2024";0.39;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Boreal hei";"2018-2024";86.18;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Boreal regnskog";"2018-2024";0.02;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Brakkvannsdelta";"2018-2024";3.45;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Dam";"2018-2024";0.05;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Elveslette";"2018-2024";0.09;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Eng-aktig sterkt endret fastmark";"2018-2024";5.38;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Flomskogsmark";"2018-2024";25.69;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Frisk kalkedellauvskog";"2018-2024";0.01;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Frisk kalkgranskog";"2018-2024";0.49;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Frisk lågurtbøkeskog";"2018-2024";0.02;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Frisk lågurtedellauvskog";"2018-2024";20.2;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Frisk rik edellauvskog";"2018-2024";4.65;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Gammel barskog";"2018-2024";0.6;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Gammel fattig edellauvskog";"2018-2024";10.79;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Gammel fattig sumpskog";"2018-2024";1.36;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Gammel furudominert naturskog";"2018-2024";6.19;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Gammel furuskog med gamle trær";"2018-2024";10.53;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Gammel furuskog med stående død ved";"2018-2024";4.09;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Gammel grandominert naturskog";"2018-2024";2.09;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Gammel granskog";"2018-2024";11.65;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Gammel granskog med gamle trær";"2018-2024";17.41;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Gammel granskog med liggende død ved";"2018-2024";1;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Gammel høgstaudegråorskog";"2018-2024";1.58;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Gammel lågurtgranskog";"2018-2024";1.91;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Gammel lågurtospeskog";"2018-2024";4.85;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Gammel lågurtselje-rogneskog";"2018-2024";0.16;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Gråor-heggeskog";"2018-2024";0.36;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Hagemark";"2018-2024";10.32;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Hule eiker";"2018-2024";33.19;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Høgereligende og nordlig nedbørsmyr";"2018-2024";27.02;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Høgstaude-edellauvskog";"2018-2024";0.11;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Høstingsskog";"2018-2024";0.22;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Intakt lavlandsmyr i innlandet";"2018-2024";0.34;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Kalk- og lågurtfuruskog";"2018-2024";1.77;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Kalkbarskog";"2018-2024";9.4;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Kalkbarskog, grandominert";"2018-2024";0.88;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Kalkedellauvskog";"2018-2024";0.07;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Kalkfattig og intermediær fjellhei, leside og tundra";"2018-2024";15.48;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Kalkfattig og klar bekk eller elv";"2018-2024";0.13;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Kalkfuruskog";"2018-2024";2.8;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Kalkhasselskog";"2018-2024";0.09;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Kalklindeskog";"2018-2024";0.18;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Kalkrik alm-lind-hasselskog";"2018-2024";6.15;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Kalkrik fjellhei, leside og tundra";"2018-2024";0.1;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Kalkrik åpen jordvannsmyr i boreonemoral til nordboreal sone";"2018-2024";0.98;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Kalksjø";"2018-2024";7.31;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Kalkskog";"2018-2024";0.18;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Kanthøymyr";"2018-2024";0.17;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Kilde-edellauvskog";"2018-2024";1.35;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Kroksjøer, flomdammer og meandrerende elveparti";"2018-2024";2.51;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Kystlynghei";"2018-2024";265.39;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Kystmyr";"2018-2024";0.17;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Lågurtalm-lind-hasselskog";"2018-2024";1.64;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Lågurtbøkeskog";"2018-2024";0.21;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Lågurtedellauvskog";"2018-2024";1.84;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Lågurteikeskog";"2018-2024";9.16;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Lågurtfuruskog";"2018-2024";15.17;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Middels kalkrik innsjø (Klar intermediær innsjø)";"2018-2024";0.35;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Mudderbank";"2018-2024";0.08;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Nakent tørkeutsatt kalkberg";"2018-2024";1.57;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Naturbeitemark";"2018-2024";87.82;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Parklandskap";"2018-2024";0.08;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Ravinedal";"2018-2024";16.6;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Regnskog";"2018-2024";7.44;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Rik barskog";"2018-2024";0;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Rik edellauvskog";"2018-2024";26.46;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Rik gransumpskog";"2018-2024";0.73;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Rik kulturlandskapssjø";"2018-2024";0.75;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Rik sandfuruskog";"2018-2024";0.12;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Rik sump- og kildeskog";"2018-2024";0.16;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Rik svartorsumpskog";"2018-2024";4.96;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Rik åpen jordvannsmyr i mellomboreal sone";"2018-2024";0.33;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Rik åpen sørlig jordvannsmyr";"2018-2024";0.04;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Rikmyr";"2018-2024";18.3;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Saltpåvirket svartorstrandskog";"2018-2024";0.71;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Sanddyne";"2018-2024";5.06;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Sandfuruskog";"2018-2024";0.22;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Semi-naturlig eng";"2018-2024";24.53;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Semi-naturlig strandeng";"2018-2024";3.25;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Slåtte- og beitemyr";"2018-2024";6.49;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Slåttemark";"2018-2024";10.58;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Slåttemyr";"2018-2024";0.46;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Store gamle trær";"2018-2024";1.58;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Strandeng";"2018-2024";1.28;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Strandeng og strandsump";"2018-2024";0.49;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Svært tørkeutsatt sørlig kalkberg";"2018-2024";0.3;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Sørlig nedbørsmyr";"2018-2024";6.67;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Viktig bekkedrag";"2018-2024";2.48;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Åpen flomfastmark";"2018-2024";23.49;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Åpen flommark";"2018-2024";8.48;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Åpen grunnlendt kalkmark i boreonemoral sone";"2018-2024";0.02;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Åpen kalkmark";"2018-2024";0.3;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Øyblandingsmyr";"2018-2024";0.29;"Yellow"
