"Indikatorens navn";"Fylke nummer";"Kommune nummer";"Kommune navn";"Regnskapsår";"Årlig areal i dekar";"Kumulativ areal i dekar";"Usikkerhet for årlig areal";"Usikkerhet for kumulativ areal"
"ENCREC_001";"15";"1563";"Sunndal";"2020";17.88;22.95;"Yellow";"Yellow"
"ENCREC_001";"15";"1563";"Sunndal";"2021";21.15;44.1;"Yellow";"Yellow"
"ENCREC_001";"15";"1563";"Sunndal";"2022";5.94;50.04;"Yellow";"Yellow"
"ENCREC_001";"15";"1563";"Sunndal";"2023";11.29;61.33;"Yellow";"Yellow"
"ENCREC_001";"15";"1563";"Sunndal";"2024";12.68;74.01;"Yellow";"Yellow"
"ENCREC_001";"15";"1563";"Sunndal";"Endring 2018-2024";NA;74.01;"NA";"Yellow"
"ENCREC_001";"15";"1566";"Surnadal";"2018";3.72;3.72;"Yellow";"Yellow"
"ENCREC_001";"15";"1566";"Surnadal";"2019";12.43;16.15;"Yellow";"Yellow"
"ENCREC_001";"15";"1566";"Surnadal";"2020";6.65;22.8;"Yellow";"Yellow"
"ENCREC_001";"15";"1566";"Surnadal";"2021";14;36.8;"Yellow";"Yellow"
"ENCREC_001";"15";"1566";"Surnadal";"2022";28.57;65.37;"Yellow";"Yellow"
"ENCREC_001";"15";"1566";"Surnadal";"2023";19.03;84.4;"Yellow";"Yellow"
