"Indikatorens navn";"Fylke nummer";"Fylke navn";"Natur typer";"Regnskapsperiode";"Areal verdsatte naturtyper gått tapt (dekar)";"Usikkerhet for areal i regnskapsperiode"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";2;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";18.14;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";7.44;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";0;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";28.44;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";2.16;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";0.75;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";1.73;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";2.48;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";5.45;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";0.33;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";0.04;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";18.3;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";2.02;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";0.71;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";10.6;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";3.9;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";21.49;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";30.89;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";1.13;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";3.82;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";11.05;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";1.24;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";0.17;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";22.25;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";1.41;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";0.49;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";1.29;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";0.03;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";6.67;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";3.86;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";1.67;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";2.48;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";24.02;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";8.48;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";0.42;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";3.62;"Yellow"
"ENCREC_006";"Totalt";"Totalt";"Alle";"2018-2024";0.73;"Yellow"
